"Product","Brand","Ingredients","Price","Rev_score","Size","Rev_count"
"Photo Finish Radiance Primer","Smashbox","Water\Aqua\Eau, Butyrospermum Parkii (Shea Butter), Caprylic/Capric Triglyceride, C12-15 Alkyl Benzoate, Butylene Glycol, Sodium Acrylates Copolymer, Sodium Potassium Aluminum Silicate, Nylon-12, Lecithin, Sodium Hyaluronate, Ethylhexylglycerin, Silica, Hydroxyethylcellulose, Tin Oxide, Disodium EDTA, Phenoxyethanol. May Contain: Mica, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491).

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",39,83,1,149
"Hydrablur Primer","Dermalogica","Caprylyl Methicone, Cyclopentasiloxane, Isododecane, Glycerin, Water/Aqua/Eau, Lauryl PEG-10 Tris (Trimethylsiloxy) Silylethyl Dimethicone, Dimethicone/Vinyl Dimethicone Crosspolymer, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Crambe Abyssinica Seed Oil, PEG-12 Dimethicone/PPG-20 Crosspolymer, Dimethicone/Bis-Isobutyl PPG-20 Crosspolymer, Dimethicone, Silica, Boron Nitride, C30-45, Alkyl Cetearyl Dimethicone Crosspolymer, Fomes Fometarius Extract, Sodium Hyaluronate, Evodia Rutaecarpa, Fruit Extract, Hydrolyzed Verbascum Thapsus Flower, Serine, Retinol, Potassium Phosphate, Citrus Aurantium Bergamia Fruit Oil, Coriandrum Sativum Fruit Oil, Cupressus Sempervirens Leaf/Nut/Stem Oil, Juniperus Communis Fruit Oil, Lavandula Angustifolia (Lavender) Oil, Dodecene, Caprylyl Glycol, Pullulan Rosmarinus Officinalis (Rosemary) Leaf Extract, Algin, Propanediol, Trehalose, Disteardimonium Hectorite, Helianthus Annuus (Sunflower) Seed Oil, Polymethylsilsesquioxane, Disodium Phosphate, Sodium PCA, Urea, Isohexadecane, Mica, Silica Silylate, Cetearyl Methicone, Steareth-2, Silica Dimethyl Silylate, PEG-10, Polyester-1, Pentylene Glycol, Steareth-21, Glyceryl Polyacrylate, Butylene Glycol, Ethylhexylglycerin, Phenoxyethanol, Limonene, Linalool, Titanium Dioxide (CI 77891), Iron Oxides (CI 77492), (CI 77491), (CI 77499).",49,87,0.75,81
"Quick Fix Body Foundation Stick","Dermablend","Araffinum Liquidum /Mineral Oil, Talc, Cera Alba / Beeswax, Isopropyl Palmitate, Kaolin, Stearyl Stearate, CI 77713 / Magnesium Carbonate, Carnauba / Carnauba Wax, Cera Microcristallina / Microcrystalline Wax, Allantoin, Lauroyl Lysine. [+/- May Contain: CI 77891 / Titanium Dioxide, CI 77499, CI 77492, CI 77491 / Iron Oxides, CI 77120 / Barium Sulfate].",29,74,0.42,142
"Loose Setting Powder","KYLIE COSMETICS","Talc, Dimethicone/Vinyl Dimethicone Crosspolymer, Magnesium Myristate, Silk Powder, Boron Nitride, Lauroyl Lysine, Panax Ginseng Root Extract, Helianthus Annuus (Sunflower) Seed Oil, Persea Gratissima (Avocado) Fruit Extract, Avena Sativa (Oat) Kernel Extract, Carica Papaya (Papaya) Fruit Extract, Tocopherol, Dimethicone, Phenoxyethanol, Silica, Caprylyl Glycol, Ethylhexylglycerin, Hexylene Glycol. May Contain: Bismuth Oxychloride (CI 77163), Iron Oxides (CI 77491, CI 77492, CI 77499), Mica (CI 77019), Titanium Dioxide (CI 77891).",24,67,0.35,6
"Ultra Contour Palette","Makeup Revolution","",10,94,0.45,298
"Fit Me Dewy + Smooth Foundation","Maybelline","Active: Octinoxate 7.0%. Inactive: Water, Cyclopentasiloxane, Dimethicone, Glycerin, Isotridecyl Isononanoate, PEG-9 Polydimethylsiloxyethyl Dimethicone, Disteardimonium Hectorite, Dimethicone/Polyglycerin-3 Crosspolymer, Sodium Chloride, PEG-10 Dimethicone, Phenoxyethanol, Methylparaben, Disodium Stearoyl Glutamate Chlorphenesin, Disodium, EDTA, Acrylates Copolymer, Propylparaben, Fragrance, Tocopherol Ascorbyl Palmitate, Aluminum Hydroxide, Butylparaben PEG-9, Ethylparaben, Dipropylene Glycol, Alpha-Isomethyl Ionone. May Contain Titanium Dioxide, Iron Oxides.",7.99,78,1,1563
"DD Eye Dermatologically Defining Eye Radiance Cream SPF 30","Dermadoctor","Albizia Julibrissin Bark Extract, Aloe Barbadensis Leaf Juice, Alumina, Aminomethyl Propanol, Argania Spinosa Kernel Oil, Bisabolol, C12-15 Alkyl Benzoate, Caffeine, Candelilla/Jojoba/Rice Bran Polyglyceryl-3 Esters, Caprylic/Capric Triglyceride, Caprylyl Glycol, Cellulose Gum, Ceramide NG, Cetearyl Alcohol, Citric Acid, Coco-Caprylate, Cocos Nucifera (Coconut) Oil, Darutoside, Ethylhexylglycerin, Glycerin, Hexylene Glycol, Iron Oxides (CI 77491), Iron Oxides (CI 77492), Iron Oxides (CI 77499), Isostearic Acid, Jojoba Esters, Lauryl Glucoside, Lecithin, Mica, Microcrystalline Cellulose, Palmitoyl Hexapeptide-12, Phenoxyethanol, Phytic Acid, Polyglyceryl-2 Dipolyhydroxystearate, Polyglceryl-3 Polyricinoleate, Polyhydroxystearic Acid, Sodium Stearoyl Lactylate, Stearic Acid, Tocopherol, Tocopheryl Acetate, Tribehenin, Water, Xanthan Gum.",28,83,0.5,9
"Blotting Paper 50 Ct","NYX Professional Makeup","",4,79,NA,218
"Travel Size Poreless Face Primer","ULTA","Cyclopentasiloxane, Dimethicone Crosspolymer, Phenoxyethanol, Carthamus Tinctorius (Safflower) Seed Oil, Tocopheryl Acetate, Vitis Vinifera (Grape) Seed Oil, Camellia Sinensis Leaf Extract.",6.5,94,0.5,38
"You Sculpted","It Cosmetics","Mica, Dimethicone, Magnesium Stearate, Phenoxyethanol, Tocopheryl Acetate, Retinyl Palmitate, Tocopherol, Magnesium Ascorbyl Phosphate, Hydrolyzed Silk, Hydrolyzed Collagen, Glycerin, Aqua (Water, Eau), Euterpe Oleracea Fruit Extract, Butylene Glycol, Cholesteryl Oleyl Carbonate, Cholesteryl Nonanoate, Cholesteryl Chloride, Palmitoyl Oligopeptide, Palmitoyl Tetrapeptide - 7, Carbomer, Polysorbate 20, Vitis Vinifera (Grape) Seed Extract, Aloe Barbadensis Leaf Extract, Hyaluronic Acid, Camellia Sinensis Leaf Extract. May Contain: Titanium Dioxide (CI 77891), Iron Oxides (CI 77499, CI 77492, CI 77491), Mica (CI 77019).",40,80,0.09,128
"Infallible Pro-Matte 16HR Powder","L'Oréal","",12.99,90,0.31,242
"Online Only No Poreblem Priming Water","Touch In Sol","Rosa Damascena Flower Water, Glycerin, Propanediol, Dipropylene, Glycol, Polyglycerin-3,1,2-Hexanediol, Niacinamide, Water, Butylene Glycol, Bis-PEG-18 Methyl Ether Dimethly Silane, PEG-60 Hydrogenated Castor Oil, Ethyl-hexylglycerin, Arginine, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Adenosine, Rosa Damascena Flower Oil, Disodium EDTA, BHT, Beta-Glucan, Portulaca Oleracea Extract.",23,80,1.01,35
"Pro Coverage Liquid Foundation","L.A. Girl","Water (Aqua), Cyclopentasiloxane, Phenyl Trimethicone, Cyclohexasiloxane, Glycerin, Isododecane, Propylene Glycol, Cetyl PEG / PPG-10 / 1 Dimethicone, Hydrogenated Polyisobutene, Polycyclopentadiene, Tribehenin, Polyglyceryl-4Isostearate, Cetyl PEG / PPG-10 / 1 Dimethicone, Hexyl Laurate, Phenoxyethanol, Ethylhexylglycerin, Silica Dimethyl Silylate, Tocopheryl Acetate, Ascorbyl Palmitate, Retinyl Palmitate, Tocopherol, Disteardimonium Hectorite, Disodium EDTA, Propylene Carbonate, Parfum (Fragrance), HexylCinnamal, Butylphenyl Methylpropional, Linalool. May Contain: Iron Oxides (CI 77491, CI 77492, CI 77499), Titanium Dioxide (CI 77891).",NA,78,0.95,316
"Hyper Real Prep Set","MAC","Prep + Prime Fix+ Shimmer: Water\Aqua\Eau, Glycerin, Butylene Glycol, Tocopheryl Acetate, Caffeine, Camellia Sinensis (Green Tea) Leaf Extract, Chamomilla Recutita (Matricaria) Extract, Cucumis Sativus (Cucumber) Fruit Extract, Arginine, PPG-26-Buteth-26, PEG-40 Hydrogenated Castor Oil, Silica, Panthenol, Fragrance (Parfum), Disodium EDTA, Phenoxyethanol, Sodium Dehydroacetate . May Contain: Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491), Iron Oxides (CI 77492), Iron Oxides (CI 77499).

Strobe Cream: Water\Aqua\Eau, Dimethicone, Butylene Glycol, Cetyl Ricinoleate, Glyceryl Distearate, Trisiloxane, Glyceryl Stearate Se, Cholesterol, Simmondsia Chinensis (Jojoba) Seed Oil, Steareth-10, Cetyl Esters, Cetyl Alcohol, Silica, Vitis Vinifera (Grape) Fruit Extract, Camellia Sinensis (Green Tea) Leaf Extract, Pyrus Malus (Apple) Fruit Extract, Morus Bombycis (Mulberry) Root Extract, Scutellaria Baicalensis Root Extract, Saccharomyces Lysate Extract, Tocopheryl Acetate, Sodium Hyaluronate, Panthenol, Ceramide Ng, Xanthan Gum, Sucrose, Glycerin, Cyanocobalamin, Tin Oxide, Caprylyl Glycol, Magnesium Ascorbyl Phosphate, Hexylene Glycol, Polysorbate 80, Sodium Citrate, Sodium Sulfite, Sodium Metabisulfite, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Linoleic Acid, Isohexadecane, Citric Acid, Fragrance (Parfum), EDTA, Disodium EDTA, Phenoxyethanol, Mica, Titanium Dioxide (CI 77891), Red 4 (CI 14700).

Prep + Prime Natural Radiance: Water\Aqua\Eau, Glycerin, Caprylic/Capric Triglyceride, Hydrogenated Polyisobutene, Propanediol, Tridecyl Trimellitate, Cetearyl Alcohol, Tocopheryl Acetate, Sodium Hyaluronate, Lecithin, Squalane, Laminaria Saccharina Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Hordeum Distichon (Barley) Extract\Extrait D'Orge A Deux Rangs, Hordeum Vulgare (Barley) Extract\Extrait D'Orge, Castanea Sativa (Chestnut) Seed Extract, Phellodendron Amurense Bark Extract, Salix Alba (Willow) Bark Extract, Triticum Vulgare (Wheat) Germ Extract, Citrus Reticulata (Tangerine) Peel Extract, Butyrospermum Parkii (Shea Butter), Ethylhexylglycerin, Caffeine, Cholesterol, Sodium Pca, Betaine, Trehalose, Phytosteryl/Octyldodecyl Lauroyl Glutamate, Methyl Gluceth-20, Neopentyl Glycol Diethylhexanoate, Butyl Avocadate, Potassium Palmitoyl Hydrolyzed Wheat Protein, Ergothioneine, Cetearyl Glucoside, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Silica, Acacia Senegal Gum, Polyquaternium-51, Potassium Hydroxide, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Hdi/PPG/Polycaprolactone Crosspolymer, Urea, Butylene Glycol, Glyceryl Stearate, Salicylic Acid, Alcohol, Disodium EDTA, Tetrahexyldecyl Ascorbate, Phenoxyethanol, Potassium Sorbate, Mica, Titanium Dioxide (CI 77891), Yellow 5 (CI 19140), Yellow 6 (CI 15985).

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",49.5,100,NA,6
"Metallic Glitter","NYX Professional Makeup","Polyethylene Terephthalate, Polyurethane-11. May Contain (+/-): Aluminum Powder (CI 77000), Blue 1 Lake (CI 42090), Black 2 (CI 77266), Ferric Ammonium Ferrocyanide (CI 77510), Red 40 (CI 16035).",6.5,100,0.08,46
"Pro Fix Oil Control Makeup Fixing Spray","Makeup Revolution","",8,83,3.38,367
"Golden Sugar 2 Rose Gold Ultra Professional Blush Palette","Makeup Revolution","",10,87,0.45,152
"Photo Finish Even Tone Primer","Smashbox","Cyclopentasiloxane, Dimethicone Crosspolymer, Cyclohexasiloxane, Dimethicone, Tocopheryl Acetate, Cymbidium Grandiflorum Flower Extract, Aloe Barbadensis Leaf Extract, Carthamus Tinctorius (Safflower) Seed Oil, Cymbopogon Schoenanthus (Lemongrass) Oil, Glycine Soja (Soybean) Oil, Ethylhexylglycerin, Methicone, Caprylic/Capric Triglyceride, Retinyl Palmitate, Ethylhexyl Salicylate, Talc, Caprylyl Glycol, Hexylene Glycol, Phenoxyethanol. May Contain: Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Chromium Oxide Greens (Ci 77288), Manganese Violet (Ci 77742), Ultramarines (Ci 77007), Yellow 5 Lake (Ci 19140).

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",39,89,1,165
"UncompliKated SPF Soft Focus Makeup Setting Spray Broad Spectrum SPF 50 Sunscreen","Kate Somerville","Active: Avobenzone 3.00%, Homosalate 10.00%, Octisalate 5.00%, Octocrylene 10.00%, Oxybenzone 5.00%. Purpose: Sunscreen. Inactive: Alcohol Denat., Isobutane, Propane, Isododecane, Ethylhexyl Methoxycrylene, PVP, Methyl Dihydroabietate, Hydrolyzed Hyaluronic Acid, Rhodiola Rosea Root Extract, Water/Aqua/Eau, Lavandula Angustifolia (Lavender) Oil, Silica Silylate, Pentylene Glycol.",38,NA,3.4,NA
"Makeup Setting Spray Mini - Matte","NYX Professional Makeup","",3.5,67,0.6,4
"Sculptionary Cheek Contouring Palette","Clinique","Talc, Synthetic Fluorphlogopite, Dimethicone, Trimethylolpropane Triethylhexanoate, HDI / PPG / Polycaprolactone Crosspolymer, Diisostearyl Malate, Boron Nitride, Petrolatum, Calcium Aluminum Borosilicate, Sorbitan Sesquiisostearate, Aluminum Distearate, Sodium Dehydroacetate, Tocopherol, Silica, Tin Oxide. May Contain: Mica, Titanium Dioxide (CI 77891), Ultramarines (CI 77007), Red 30 (CI 73360), Red 7 (CI 15850), Iron Oxides (CI 77499), Iron Oxides (CI 77491), Yellow 5 Lake (CI 19140), Blue 1 Lake (CI 42090), Iron Oxides (CI 77492).

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",35.5,92,0.32,54
"Silky Matte Bronzing Powder","Milani","Talc, Zea Mays (Corn) Starch, Zinc Stearate, Dimethicone, Mica, Pentaerythrityl Tetraisostearate, Octyldodecyl Stearoyl Stearate, Caprylyl Glycol, Silica, HDI/Trimethylol Hexyllactone Crosspolymer, Nylon-12, Hexylene Glycol, Argania Spinosa Kernel Oil, Diisostearyl Malate, Lauroyl Lysine, Cocos Nucifera (Coconut) Oil, Gardenia Taitensis Flower, Tocopherol, Phenoxyethanol, Potassium Sorbate, Flavor. May Contain: Red 7 (CI 15850), Yellow 5 Lake (CI 19140), Iron Oxides (CI 77491, CI 77492, CI 77499), Manganese Violet (CI 77742), Titanium Dioxide (CI 77891).",9.99,93,0.14,129
"PhotoReady Instant Cheek Maker","Revlon","Blush Side: Caprylic/Capric Triglyceride, Dimethicone, Polyethylene, Diisostearyl Malate, Silica, Hydrogenated Polyisobutene, Mica, Titanium Dioxide, Calcium Titanium Borosilicate, Cetearyl Dimethicone Crosspolymer, Synthetic Fluorphlogopite, Cera Microcristallina/Microcrystalline Wax/Cire Microcrista, Synthetic Beeswax, Cetyl PEG/PPG-10/1 Dimethicone, Cocos Nucifera (Coconut) Oil, Laminaria Ochroleuca Extract, Silybum Marianum Ethyl Ester, Sorbitan Isostearate, Tocopherol. May Contain: Blue 1 Lake (CI 42090), Iron Oxides (CI 77491, CI 77499), Red 28 Lake (CI 45410), Red 7 Lake (CI 15850), Yellow 5 Lake (CI 19140), Yellow 6 Lake (CI 15985).

Highlighter Side: Caprylic/Capric Triglyceride, Calcium Titanium Borosilicate, Octyldodecanol, Polyethylene, Diisostearyl Malate, Hydrogenated Polyisobutene, Silica, Titanium Dioxide, Mica, Cera Microcristallina/Microcrystalline Wax/Cire Microcrista, Synthetic Beeswax, Disteardimonium Hectorite, Cetyl PEG/PPG-10/1 Dimethicone, Cocos Nucifera (Coconut) Oil, Dimethicone, Laminaria Ochroleuca Extract, Propylene Carbonate, Silybum Marianum Ethyl Ester. May Contain: Iron Oxides (CI 77491), Red 7 Lake (CI 15850), Yellow 5 Lake (CI 19140).",11.99,75,0.43,19
"Soft Light Blurring Powder","BECCA","Talc, Synthetic Fluorphlogopite, Mica, Boron Nitride, Silica, Dimethicone/Vinyl Dimethicone Crosspolymer, Caprylyl Glycol, Hydrogenated Lecithin, Hexylene Glycol, Dimethiconol, Dimethicone, Isodecyl Neopentanoate, Sodium Potassium Aluminum Silicate, Phenoxyethanol, Tin Oxide, CI 77491/77492/77499 (Iron Oxides), CI 77891 (Titanium Dioxide).",38,77,0.35,101
"Glow Revolution Illuminating Face & Body Spray","Makeup Revolution","Aqua/Water/Eau, Glycerin, Propanediol, Tocopheryl Acetate, Phenoxyethanol, Ppg-26-Buteth-26, Peg-40 Hydrogenated Castor Oil, Ethylhexylglycerin, Disodium Edta, Gellan Gum, Parfum/Fragrance, Arginine, Titanium Dioxide (CI 77891), Mica (CI 77019).",15,67,6.76,66
"Airbrush Away Pore Minimizing Primer","No7","Cyclopentasiloxane, Dimethicone Crosspolymer, Cyclohexasiloxane, Silica, Nylon 6 / 12, Glycerin, Butylene Glycol, Titanium Dioxide, Dimethicone, Isohexadecane, PPG-15 Stearyl Ether, PEG / PPG-18 / 18 Dimethicone, Glyceryl Stearate, PEG-100 Stearate, Triethoxycaprylylsilane, Tocopheryl Acetate, Aqua (Water), BHT.",19.99,80,1.01,32
"Online Only The Eclipse Highlighter","Elcie Cosmetics","Mica, Cetearyl Ethylhexanoate, HDI/Trimethylol Hexyllactone Crosspolymer, Squalane, Octyldodecyl Stearoyl Stearate, Glycerin, Polysorbate 20, Caprylyl Glycol, Ethylhexylyglycerin, 1,2-Hexanediol, Chondrus Crispus (Carrageenan), Xanthan Gum, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Tin Oxide, Silica, Dicalcium Phosphate, Synthetic Fluorphlogopite.",32,NA,0.23,NA
"Online Only Lumilayer Primer","VDL","Water/Eau, Cyclopentasiloxane, Cyclohexasiloxane, Neopentyl Glycol Diethylhexanoate, Butylene Glycol, Peg-10 Dimethicone, Synthetic Fluorphlogopite, Dipropylene Glycol, Glycerin, Magnesium Sulfate, Dimethicone Crosspolymer, Panthenol, Sorbitan Sesquiisostearate, 1, 2-Hexanediol, Disteardimonium Hectoritie, Phenoxyethanol, Distearyldimonium Chloride, Stearic Acid, Tocopheryl Acetate, Titanium Dioxide (CI 77891) , Tin Oxide, Parfum/Fragrance.",32,93,1.01,330
"8C Cool Pro Blush Palette","Morphe","Mica, Talc, Synthetic Fluorphlogopite, Dimethicone, Phenyl Trimethicone, Polyethylene, Magnesium Stearate, Bis-Diglyceryl Polyacyladipate-2, Tridecyl Trimellitate, Ethylhexyl Palmitate, Octyldodecyl Stearoyl Stearate, Kaolin, Nylon-12, Polymethylsilsesquioxane, Silica, Phenoxyethanol, Ethylhexylglycerin, Caprylyl Glycol. May Contain: Iron Oxides (CI 77491, CI 77492, CI 77499), Titanium Dioxide (CI 77891), Red 6 Lake (CI 15850), Red 7 Lake (CI 15850), Tin Oxide (CI 77861), Ultramarines (CI 77007), Carmine (CI 75470).",22,96,0.99,40
"Skin Concealer","KYLIE COSMETICS","Water, Butylene Glycol, Glycerin, Dimethicone, Diisostearyl Malate, Caprylyl Methicone, Lauryl PEG-10 Tris(Trimethylsiloxy)Silylethyl Dimethicone, Dimethicone/Vinyl Dimethicone Crosspolymer, Polymethylsilsesquioxane, Cetyl PEG/PPG-10/1 Dimethicone, Hexyl Laurate, Polyglyceryl-4 Isostearate, Sodium Chloride, Isopropyl Titanium Triisostearate, Dimethicone Crosspolymer, HDI/Trimethylol Hexyllactone Crosspolymer, Phenoxyethanol, BIS-EG-15 Dimethicone/IPDI Copolymer, PEG-2 Soyamine, Caprylyl Glycol, Silica, Potassium Sorbate, Hexylene Glycol, Trisodium Edta, Diamond Powder. May Contain: Iron Oxides (CI 77491, CI 77492, CI 77499), Titanium Dioxide (CI 77891).",20,100,0.22,9
"All Nighter Pollution Protection Environmental Defense Makeup Setting Spray","Urban Decay Cosmetics","Aqua / Water, Alcohol Denat., PVP, Dimethicone PEG-7 Phosphate, PPG-3 Benzyl Ether Myristate, Polyhydroxystearic Acid, Dipropylene Glycol, Isononyl Isononanoate, Ethylhexyl Isononanoate, Caprylyl Glycol, Sodium Cocamidopropyl PG-Dimonium Chloride Phosphate, Methyl Methacrylate Crosspolymer, Glycereth-5 Lactate, Zinc Gluconate, Magnesium Aspartate, Phenylpropanol, Propanediol, Methyl Diisopropyl Propionamide, Sodium Hydroxide, Parfum / Fragrance, Phenoxyethanol, Copper Gluconate, Aloe Barbadensis Leaf Juice Powder, Maltodextrin, Poloxamer 407, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Tocopherol, Potassium Sorbate, Sodium Benzoate, BHT.",34,67,NA,32
"Vitalist Healthy Elixir Foundation","CoverGirl","Water / Eau, Cyclopentasiloxane, Propylene Glycol, Talc, Dimethicone, Aluminum Starch Octenylsuccinate, Sodium Chloride, PEG / PPG-18 / 18 Dimethicone, PVP, Benzyl Alcohol, Phenoxyethanol, Ethylene / Methacrylate Copolymer, Trihydroxystearin, Arachidyl Behenate, Methicone, Silica, Sodium Benzoate, Synthetic Wax, Polyglyceryl-4 Isostearate, Hexyl Laurate, Cetyl PEG / PPG-10 / 1 Dimethicone, Ethylene Brassylate, Behenic Acid, Polyethylene. May Contain: Titanium Dioxide, Iron Oxides.",12.99,76,1,319
"True Match Lumi Healthy Luminous Makeup","L'Oréal","",12.99,80,1,998
"Photo Finish Setting Spray Weightless","Smashbox","Water\Aqua\Eau, Alcohol Denat., Polyester-5, Glycerin, Dipropylene Glycol, Nelumbo Nucifera Flower Extract, Vigna Radiata Seed Extract, Camellia Sinensis Leaf Extract, Ethylhexylglycerin, Sodium Acetate, Caprylyl Glycol, Butylene Glycol, PEG-40 Hydrogenated Castor Oil, 1,2-Hexanediol, Disodium EDTA.",32,99,3.9,85
"Travel Size Hydrating Face Primer","ULTA","Water, Propanediol Dicaprylate, Glycerin, Glyceryl Stearate, Hydrogenated Polyisobutene, Pentylene Glycol, C12-15 Alkyl Benzoate, Cocos Nucifera (Coconut) Fruit Juice(Coconut Water),Trilaureth-4 Phosphate, Phenoxyethanol, Sodium Hyaluronate, Carbomer, Cetyl Alcohol, Ceteareth ¿ 12, Ceteareth ¿ 20, Caprylyl Glycol, Persea Gratissima (Avocado) Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Sodium Hydroxide, Aloe Barbadensis Leaf Extract, Ethylhexylglycerin, Propylene Glycol, Tocopheryl Acetate, Fragrance, Ascorbyl Palmitate.",8.5,67,0.51,6
"Online Only Rose Powder Blush","Milani","Talc, Mica (CI 77019), Aluminum Starch Octenylsuccinate, Octyldodecyl Stearoyl Stearate, Nylon-12, Lauroyl Lysine, Zinc Stearate, Bis-Diglyceryl Polyacyladipate-2, Coco-Caprylate, Undecylenoyl Glycine, Sodium Dehydroacetate, Capryloyl Glycine, Macadamia Ternifolia Seed Oil, Rosa Canina Fruit Oil, Tocopherol, Synthetic Fluorphlogopite, Tin Oxide. +/- May Contain: Titanium Dioxide (CI 77891), Iron Oxides(CI 77491, CI 77492, CI 77499), Ultramarine Blue (CI 77007), Manganese Violet (CI 77742), Chromium Hydroxide Green (CI 77289), Chromium Oxide Green (CI 77288), Ferric Ferrocyanide (CI 77510), Blue 1 Lake (CI 42090), Carmine (CI 75470), Yellow 5 Lake (CI 19140), Red 36 (CI 12085), Red 7 Lake (CI 15850), Red 28 Lake (CI 45410).",9.49,72,0.6,147
